study_id,cell_id,cell_index,cell_key,seed,step,configured_steps,d_model,width,num_concepts,load,num_heads,heads,num_layers,memory_size,ffn_width,ffn,learning_rate,embedding_effective_rank,normalized_rank,embedding_coherence,function_base_accuracy,function_risk,donor_accuracy,value_flip_effect,natural_swap_mse,full_causal_gate_pass
scaling-tuned-adamw-10seeds-v1,cell-005-e6fff93be5a2,5,C8-d8-L2-H4-m4-ffn16,8,800,800,8,8,8,1,4,4,2,4,16,True,0.003,3.850975751876831,0.4813719689846039,0.9009601473808289,1.0,9.577922901371494e-05,1.0,1.0001250505447388,0.0001427058596163988,True
scaling-tuned-adamw-10seeds-v1,cell-005-e6fff93be5a2,5,C8-d8-L2-H4-m4-ffn16,9,800,800,8,8,8,1,4,4,2,4,16,True,0.003,3.997356653213501,0.4996695816516876,0.7465860247612,1.0,0.00011683120101224631,1.0,1.0004850625991821,0.00021700895740650594,True
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,0,800,800,8,8,32,4,1,1,2,4,16,True,0.003,4.872373104095459,0.6090466380119324,0.8890563249588013,1.0,0.00014971403288654983,1.0,1.0013096332550049,0.00010137080971617252,True
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,1,800,800,8,8,32,4,1,1,2,4,16,True,0.003,4.813764572143555,0.6017205715179443,0.8776530027389526,1.0,0.00018089958757627755,1.0,0.9996535778045654,0.0001019825431285426,True
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,2,800,800,8,8,32,4,1,1,2,4,16,True,0.003,5.281167030334473,0.6601458787918091,0.9538245797157288,0.99609375,0.0047767916694283485,0.99609375,0.987134575843811,0.010057998821139336,False
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,3,800,800,8,8,32,4,1,1,2,4,16,True,0.003,4.656275272369385,0.5820344090461731,0.9168357849121094,1.0,0.00014405979891307652,1.0,1.0011928081512451,0.0001272600784432143,True
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,4,800,800,8,8,32,4,1,1,2,4,16,True,0.003,5.32965087890625,0.6662063598632812,0.9071673154830933,1.0,0.000359680678229779,1.0,0.9992309212684631,0.0002393227186985314,True
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,5,800,800,8,8,32,4,1,1,2,4,16,True,0.003,4.329873561859131,0.5412341952323914,0.883378803730011,1.0,0.0005420545348897576,1.0,0.9931808710098267,0.0006434184033423662,True
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,6,800,800,8,8,32,4,1,1,2,4,16,True,0.003,5.560626983642578,0.6950783729553223,0.8770420551300049,1.0,6.003911039442755e-05,1.0,0.9991587400436401,4.9095113354269415e-05,True
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,7,800,800,8,8,32,4,1,1,2,4,16,True,0.003,5.17869234085083,0.6473365426063538,0.9073444604873657,1.0,0.00018696660117711872,1.0,0.999218225479126,0.0001159541352535598,True
