study_id,cell_id,cell_index,cell_key,seed,step,configured_steps,d_model,width,num_concepts,load,num_heads,heads,num_layers,memory_size,ffn_width,ffn,learning_rate,site,site_order,global_cosine,query_target_cosine,query_distractor_cosine,target_selectivity,participation_rank_normalized
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,8,0,800,8,8,32,4,4,4,2,4,,False,0.003,l0.post_ffn_residual,2,0.17639097571372986,0.3964006304740906,0.043318890035152435,0.35308176279067993,0.29579952359199524
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,8,0,800,8,8,32,4,4,4,2,4,,False,0.003,l1.post_attention_residual,3,0.47425976395606995,0.5979588031768799,0.4104486107826233,0.1875101774930954,0.25544941425323486
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,8,0,800,8,8,32,4,4,4,2,4,,False,0.003,l1.post_ffn_residual,4,0.47425976395606995,0.5979588031768799,0.4104486107826233,0.1875101774930954,0.25544941425323486
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,8,800,800,8,8,32,4,4,4,2,4,,False,0.003,input_embeddings,0,0.2259804606437683,0.6339731216430664,0.16467848420143127,0.46929460763931274,0.29262813925743103
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,8,800,800,8,8,32,4,4,4,2,4,,False,0.003,l0.post_attention_residual,1,0.04270872473716736,0.4484274387359619,-0.06440484523773193,0.5128322839736938,0.27929627895355225
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,8,800,800,8,8,32,4,4,4,2,4,,False,0.003,l0.post_ffn_residual,2,0.04270872473716736,0.4484274387359619,-0.06440484523773193,0.5128322839736938,0.27929627895355225
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,8,800,800,8,8,32,4,4,4,2,4,,False,0.003,l1.post_attention_residual,3,0.11651065945625305,0.8705999851226807,-0.00299725029617548,0.873597264289856,0.1476670354604721
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,8,800,800,8,8,32,4,4,4,2,4,,False,0.003,l1.post_ffn_residual,4,0.11651065945625305,0.8705999851226807,-0.00299725029617548,0.873597264289856,0.1476670354604721
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,9,0,800,8,8,32,4,4,4,2,4,,False,0.003,input_embeddings,0,0.17606624960899353,-0.2398093044757843,-0.43533265590667725,0.19552335143089294,0.27220380306243896
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,9,0,800,8,8,32,4,4,4,2,4,,False,0.003,l0.post_attention_residual,1,0.34370481967926025,-0.011820863001048565,-0.16157370805740356,0.14975285530090332,0.27234476804733276
